番号,判定,総プレイ時間(時間),レビュー本文
35,おすすめ,44,テンポがよく楽しめました。
36,おすすめ,81,神
37,おすすめ,40,👍
38,おすすめしない,74,"[h2] 優れた美術と演出は近年のリメイク作では出色の出来、一方であまりに無惨な削除要素は看過できない [/h2]

　＊裏ダンまで難易度いばらの道だぜでクリア、闘技場やDLCもクリア済みの状態でのレビューです。

　PS1時代の名作、DQシリーズでもやや個性的なシナリオと重めのボリュームで賛否両論あるものの大きな存在感のあったDQ7のリメイク作。グラフィックの刷新、ボイス追加、ストーリーの変更など期待する点も不安な要素も多くあったのだが、結果的にはリメイク要素における良点と欠点がはっきり分かれる出来になったように思う。

　良点としては、第一にグラフィック関連だろうか。細やかに作られた箱庭のようなマップグラフィックと、主人公などを現実のドールから作ったというキャラグラフィックは原作の雰囲気を大いに感じさせる出来で、DQ的なファンタジックにデフォルメされた世界の見た目として非常に合っているように感じられる。DQシリーズのリメイクや移植はグラフィック関連が雑なことが多く、DSやPS時代はひたすら7のオリジナル版のグラフィック（やゲームエンジン？）を流用し続けており、原作グラフィックへのリスペクトには乏しく手抜きだった。5のPS2版は例外だが、最近のHD2Dも中途半端で期待外れな出来であり、正直グラフィック面でのセンスに期待はしていなかったのだが、このリイマジンドでは見事に原作の空気感を醸し出しつつ現代的に高精細化しフル３D化した新たなグラフィックフォーマットを作って見せている。素晴らしい。
　また、ゲームバランスについては通常難易度がかなり簡単に作られている一方で、いばらの道だぜ（ハードモードに当たる難易度）にすると原作のような難易度での戦闘を楽しめるようになっており、快適さと原作リスペクトを上手く両立しているように思える。難易度は細かく要素ごとに自由に設定することも可能で、この辺りの造りも丁寧で様々なプレイスタイルに応えられるものとなっており、良い。
　元々面白かったストーリー部分については原作をしっかりなぞりつつも演出やボイスでうるさくない程度にパワーアップされており、丁寧な演出が光る。原作にはなかった選択肢が追加されたシナリオもいくつかあるが、これに関しては原作通りのシナリオとリメイクで追加されたシナリオを選べる仕様になっており、原作通り遊びたいプレイヤーへも配慮がある。
　追加されたボイスに関しては違和感が少なく、特にマリベルの声は素晴らしい親和性のある声優を起用しており、あまりにも魅力的なマリベルに仕上がっている。個人的には他の仲間キャラもかなり良い感じだった。

　と、ここまで書くと、何だ良作じゃんと言いたくもなる。確かに丁寧な仕事の光る良いリメイクではあるのだ、上記の部分については。ただ、それを打ち消し、ギリギリでおススメしない判定でレビューを投稿しようと思った大きな欠点がある。以下に記す。

　まず、大幅なシナリオ削除がある。DQ7はマップの大陸や島ごとのシナリオがまるで短編連作小説のようにいくつも描かれた作品なのだが、そのシナリオがごそっとカットされている。マップごと完全に丸ごと、全体の15～20％ほどだろうか、3大陸分のシナリオが無くなっている。思い出深いあの町のシナリオ、キャラクター、ダンジョン、全部カットである。DQ7のもっとも重要なシナリオという良点を大幅削除するという蛮行には首を傾げざるを得ない。
　また、上記シナリオ以外にも、ダンジョンなどが大幅カットされているポイントがいくつかある。結構印象深いダンジョンなども無くなっており、原作の記憶を胸に遊ぶリメイク作としてはガッカリだった。
　更に、7初出のモンスターなどもいくらか削除されている。これもオリジナル版を懐かしみながらのプレイでは地味に哀しい削除要素だった。
　更に更に、仲間会話も大幅カット。戦闘中の会話システムは存在ごとカット。せっかくボイス追加もあって魅力的になったキャラクターたちから掛け合いを大幅に減らすとは何事か。声の収録は難しくとも、別にフルボイスのゲームではなく通常の会話はパートボイスやテキストのみでやっているので、会話自体を引き継いで表示させるのはさほど難しくなさそうなものだが……。
　更に更に更に、ミニゲームや収集要素も大幅カット。カジノ削除、移民の街システム完全削除、モンスターパークも全削除。ゲーム作るの面倒ならゲーム会社止めたら？ と少し思ってしまう。 カジノに関しては世界展開する上で年齢制限などを考えると難しい、というのは分かるのだが、移民の町やモンスターパークの削除はただただ削除しているだけではないのか。こうした脇道要素も7の大きな魅力であっただけになんとも残念である。
　カジノ要素はほんの一部、ラッキーパネルが残されているのだが、これがまた悲惨な出来で、アイテムをコンプしようと思うと十時間以上の運ゲーを強いられる。スマホで録画すれば何のゲーム性も無くなる神経衰弱ゲームなのだが、確率でアイテムランクアップがあり、それでしか手に入らないレアアイテムが何種類かの中からランダムで、なのでいつまで経っても手に入らないものは手に入らない。カジノを削除して残されたのがこの苦行かと嘆きたくなる。

　総評としては、リメイク作としてはあまりにも多くの削除要素があるため駄作、新規作品として見ればまあまあのRPG、というところだろうか。どこかで「DQ7を『履修』するゲームとしては優秀」と皮肉った評し方を見かけたが、本当にそれだなと。芯の部分は確かにきちんと残っているし綺麗に飾られて質のいいものになっているが、それ以外をごっそり削られているのだ。
　PC版は値段もえげつない高価格に設定されているので、オリジナルの記憶を大事にしている方は削除要素を良く調べた上でセール時にでも買うのがいいだろう。決して悪くはない作品なのだが、許せない削除塗れの作品でもある。"
39,おすすめ,14,"[h1] ドラクエシリーズ唯一の賛否両論作品であるドラクエ7　二度目のリメイク作品。 [/h1]

『ストーリー面ではなく、ゲーム体験としてドラクエ7に挫折してきた人』『ドラクエ7をやった事がない人』
これに当てはまる人にとにかくやってもらいたくて、
一人でも多くの新規プレイヤーにドラクエ7の世界を知ってほしくて、
一番手軽で一番プレイしやすいこのリイマジンドにオススメレビューを残します。

が、私がリイマジンドをオススメとして投稿しているのは
ドラクエ7未プレイの人が『ユーザーレビュー：非常に好評』に背中を押されて購入しプレイする為であり、
プレイ時間から察せられる通り私自身はリイマジンドはつまらなかったし、せっかく回ってきた二度目のリメイクチャンスがこれで消費されてしまったのか…と本当に悲しくなりました。
みなさんはこの感想を「ああまた古参がなんか文句言ってるわｗ」と冷笑してください。
あなたが楽しんでプレイできたならそれが一番よい事です。

[h2] 【良かった点】 [/h2]
[h3] ・グラフィック [/h3]
もう文句のつけようがない。
島の規模感も、画面全体のまとまりも、モデリングもとても良かったです！本当に！
オープニングでは涙流して感動しました。
このグラフィックはドラクエ史上最も良いものだったと思います。
他のナンバリングのリメイクもこのグラフィック基準で開発してもらいたいですね！ぜひ！
[strike] どうでもいいけどみんな「ドールルック」って言葉使いたすぎだろとは… [/strike]

[h3] ・UI [/h3]
もう今後全部のドラクエこれで行きましょう！
手軽になってめちゃくちゃ良かったです。
特に道具を個人個人が持つんじゃなくて共有になった部分などは、これに慣れたら過去作遊べない。
過去作も全部これで神リメイクしちゃってください。9も。すれちがい通信なくていいから。9も。

グラフィック・UIのこのビジュアル面はかなりリイマジンドを冠するにふさわしい進化を感じましたね。
ここ進化できないリメイク作品は作らない方が得です。聞いてるかダイパリメイク。

続いて、PS版3DS版を何度もクリアし、「ドラクエの中で一番7が好き」な私がこのプレイ時間で辞めてしまった理由を述べていきます。

[h2] 【悲しかった点】 [/h2]
[h3] ・ビジュアル以外の全ての改変/削除要素 [/h3]
[b] これです。終わり。解散。[/b]
私がなぜドラクエの中で一番7が好きか　それは他のドラクエにはない不思議な魅力がたくさんあったからです。

[h3] ・リメイクにおける序盤の神殿の全てにがっかり[/h3]
PS版ドラクエ7一番の挫折ポイント。長すぎたパズル。不気味で恐ろしげなくせに戦闘が発生しない謎の場所。
まさしく「神秘」を感じるあの神殿。
私はあの神殿のパズルからドラクエ7に心を奪われていたんです。
現代で言うリミナルスペースに惹かれる感覚と似ていると思います。
あのBGMも相まって、とにかく全てが不気味。
分からないという不安。知らないという恐怖。
いっそ魔物が出てくればそういう怖い場所として納得できるのに、それもない。
この神殿の全ての体験が胸に刺さったまま抜けない人間にとって、3DS版もそうですがリメイクの神殿は本当に萎える。出鼻くじかれる。
でもこうリメイクされるのも分かります。タイパ コスパの現代で、不安を体験するだけの30～40分「無駄」と切り捨てられるのはもう仕方ないのかも。
みんな早く「たたかう」したいもんな。
みんな早くマチルダに花の種渡したいもんな。
だからってBGMのテンポまで早くしなくてもいいんじゃないでしょうか。
リイマジンドの神殿、神殿じゃなくてただの石板小屋すぎてもうそこで結構がっかりでした。
あと3DS版からいる石板案内人？あいつの存在も神殿の謎に満ちた神秘的な雰囲気ぶち壊してると思う。
リイマジンドだと石板もめちゃくちゃ探しやすいから、少なくともダーマクリアまでは一切話しかけてない。
何のためにいる？

[h3] ・ぬるい通り越して過保護すぎる低難易度[/h3]
「難易度上げてプレイしないのが悪い」と一蹴されますねこりゃ。失礼しました。
普通のゲームって『難易度ノーマル』がそのゲームにおけるおおよそ普通の難易度ですよね。
リイマジンド、デフォルトの難易度がぬるい通り越してなんか過剰に楽すぎませんか。
いたるところに建てられてる女神像。あれはなんだ。
至るところに大量に女神像を建てたいからプロビナをカットしたのか？とリイマジンドの陰謀論者になりそうです。
もはや用の無い教会、宿屋、道具屋　みんな泣いてます。
ドラクエシリーズって、ゴールドやアイテムやHP/MPのコスト管理も楽しさの一部だったと思います。
「このダンジョンあとどんぐらいあるんだろう…」
「ボス戦までMP温存するか…」
縛りなんてしなくても、このくらいの軽い緊張感を持ってダンジョンに挑むのが楽しかったのですが、その楽しみも奪われてしまった。
「ぬるいのが嫌なら難易度を上げろ」「そんなに女神像が嫌なら使わない縛りすればいいだろ」
そういった声が聞こえてきますね。
ですが、頑張って人の気持ちに寄り添って考えてみてください。
普通、ゲームシステムについて特に事前知識のないゲームをやる際　難易度を選べるならとりあえず「標準」「ノーマル」「デフォルト」を選ぶ人がほとんどです。
よっぽど高難易度ゲームに飢えてるか、ドラクエのシステムそのもの（変動する数字のやりとり）がとにかく好きなんだというプレイヤー以外は　初プレイから難易度を自分で上げたり縛りを設定したりなんてしないです。
標準の難易度がこのゲームを楽すぎず苦しすぎず、ちょうどいい塩梅で遊べると普通は思います。
「戦闘がダルくないから新規プレイヤーも遊びやすい」「これは新規層に向けたゲームなんだ！」ってよくレビューや布教で言われてますが、
本気で言ってるとしたらドラクエやらん新規プレイヤーの事、舐めすぎてると思います。
ドラクエをやった事ない人って、ストーリー重視のゲームがそもそも苦手だったり、シンプルなテキスト主体のターン制バトルが単調でつまらないって人がほとんどなんですよ。
ドラクエの戦闘が難しいから、簡単ならやりますって人　かなり少数だと思います。
だからってかなり難しくしろとかそういうわけではなく、
「新規の為に簡単にしてるんだ～！」と言い訳するのはやめてよ新規のこと馬鹿にしてるだろ…という話。
この低難易度で本当に喜んでいるのは、なんか昔と比べて増えた呪文や特技の選択肢を選ぶのが億劫になってきた中年以上のドラクエ古参なんじゃないでしょうか。
難易度に関してはストーリーさえ把握できれば戦闘はどうでも良い　という人にとってはこれでいいのかもしれませんが、もう少し難易度デフォルトの水準を上げてもよかっただろと思います。

[h3] ・原作からリストラされてしまった全ての要素[/h3]
[b] カジノ以外は本当に全然納得できません！ [/b]
シナリオに関してはやってもやらなくても良いサブ石板とかでいいから実装してほしかった。本当に。
ドラクエ7が好きって言ってる奴らはみんな、このドラクエっぽくないオムニバスなシナリオが大好きだったんです。
同じ世界で起こっている短編集を読む気持ちで楽しんでいたんです。
細かすぎる会話システムだってそう。本当に細かくいろんなタイミングでセリフがあって、それを読むのが楽しかった。
[b] なんで賛否両論って言われてたドラクエ7で「賛」側の人間達が好きだった部分を削れるんですか。どういう神経？ [/b]
挙げるとキリがないのであれですけど、移民の町も好きだったからなんで削った…？
本編自体を短くする。最短でクリアしたい人向けに。←これはいい。別に。
削った全てをサブコンテンツとして残しておいてほしかったしなんなら現代の技術でパワーアップしてほしかった。
カジノ廃止に文句言ってる人はさすがに無視で大丈夫です。

[h3]・11のコスプレ衣装の意味不明さ[/h3]
個人的に特にがっかりしたのは、[b]3DS版で唯一良かった[/b]　職業ごとのキャラの見た目変化が廃止された事。
何してくれてんの。
こんなに綺麗なグラフィックなのに、着せ替え要素は誰が喜んでるんですかっていう11衣装（有料DLC）と体験版報酬のパジャママリベル。
私達はアルス達の冒険を楽しみにしているのになんで11のコスプレ？イミフすぎる。
じゃあいっそDLCもなくてよかった。11のコスプレ衣装作るリソースあったならせめて職業ごととかじゃなくてもいいからマリベルのパジャマ姿みたいな感じで数パターン アルス達の別衣装を作ってほしかった。

[h2] 【リイマジンドとは】 [/h2]
[h3] 本作は　名作映画を倍速視聴しているような、そういうゲームです。 [/h3]
ドラゴンクエスト7という異色の名作を、とりあえずささっと頭に詰め込む事ができる。
「ドラクエ7ってこんな話だったよ」と言えるようになるだけの、ダイジェスト版というか、
アニメの劇場版に合わせて作られる映画館で放映する用のアニメ本編の総集編みたいな。
大筋を体験してもらう為に、大きめの要素以外を削って削って倍速倍速して、そうしてできた作品。
ゲーム版ダンガンロンパに対するアニメ版ダンガンロンパみたいな。本当に大筋だけを履修する為の作品。
冒頭にも書きましたが、私がリイマジンドをオススメとして投稿するのは
ドラクエ7未プレイの人が『ユーザーレビュー：非常に好評』に背中を押されて購入しプレイする為
それだけです。

最後までプレイしてから文句言えよって話ですが、グラフィックとキーファのなんか追加要素？でこの感想がひっくり返る事はないだろうと思い、
14時間のプレイで本作は一旦中断し、PS版を遊んでいます。
PS版で一通り遊び尽くしてから、綺麗なグラフィックのダイジェスト版としてリイマジンドを完走する予定です。
いつになるかは分かりませんが。"
40,おすすめ,49,"[h2] 令和のドラゴンクエスト。入門にはオススメ [/h2]

まずキャラクター造形がとんでもなく可愛い。
アート制作用にドールを作っていただけあって、人形劇みたいな雰囲気が作品にも鳥山イラストにもあっている（ここは好き嫌いが分かれるだろうが）
ミニチュアセットのような島々や町並みが本当に可愛く、歩いているだけで…いや、民家に置かれている野菜までも可愛らしかった。


PS版をやっていた友達から当時「とにかくLVが上がらない」「とにかく金がたまらない」「とにかく石板を探すのが大変」と聴いていたので手を出さなかった1作なのだが、そのへんが全て改善以上のぶっ飛び親切設計で一度も迷うことなく終わらせることができた。
ただ、１つの石板の世界にかかる時間が相対的に激減し、一つ一つのストーリーが結構な早さで終わっていくため地名も覚えられなければ、キャラ名も覚えられなければ「あそこ気になるから後で来よう」も忘れて次を消化しにいってしまうので、後半「その人だれだっけ？」「そこどこだっけ？」が発生してしまっていた。

この辺は好みが分かれると思うのだが、もう少し戦闘に歯ごたえがあっても良かったのではと思ってしまう。
直前にやったHD2D版DQ１＆２がやりごたえ面がとてもしっかりしていて戦闘も工夫しがいがあっただけに、ラスボスすらあっさり倒せてしまったのは拍子抜けした（特にレベルも意識して上げてないし、シンボルエンカウントなので避けれるところは避けていた）

職業ランクが上がりやすいのもいつでも転職できるシステムと噛み合って爽快で良かった。
クリアまでに全職業カンストとかもならない絶妙なバランスだなと思ったし、転職直後だとちゃんと戦闘でやることなくて弱いし。仲間みんな強い無双系ドラクエだね。


グラフィックもボイスもかなり良かったし、ストーリーも「例のあの人」の追加シナリオも悪くなかったのではないでしょうか。
ドラクエ入門やDQ7やってみたかったけど腰が引けてた自分みたいな人には十分オススメできます。"
41,おすすめしない,95,"ReimaginedというよりGeneric。ドラクエ7を再構築したのではなく、令和最新版として色々オミットされた簡易版ドラクエ7。

元々のドラクエ7にあったシナリオや要素の一部は削られてるし、補填する形で追加されたシナリオはあまりに薄すぎるし、ドラクエとしてもRPGとしても骨太だったドラクエ7と比べて簡単・薄味・無味無臭。
RPGとしてボスやダンジョン攻略で壁を感じることも無く進み、全てがサクサク簡単お手軽に進むため何も印象に残らない。ゲーム中に一切の緩急がない。
適当にやっててもこちらが強くなりすぎるためレベル上げなんてしなくてもラスボスはボッコボコ、クリア後ボスもボッコボコ。蘇生呪文なんてゲーム中一度も使わず終わった。
特に最初の展開は酷い。数々の試練を乗り越え旅の扉を抜け異世界にたどり着き、初めて魔物と呼ばれる生物と相対しこれに勝利、さあここから夢にまでみた冒険へ出発という素晴らしい序章だったのに、試練は短いし少ないしもう途中でモンスターと戦闘してしまう。異世界で初めて戦闘するから良かったんだろ。スライム倒して「あれ魔物だったのか！？」ってお前遺跡の中で既に戦ったやろが。

制作陣に是非聞いてみたいのだが、当時PS版のドラクエ7をプレイした人間は今でもあの頃の記憶を思い出すことができるし今プレイしても面白いと感じるけど、果たしてこのReimaginedをプレイした人間が10年後20年後このゲームを思い出すと思うか？もう一度プレイしたいと思うか？
このゲームが注目され購入され良い評価を受けたのは元々のドラクエ7が今なお語り継がれる名作だからであって、完全新作として発売されていたら見向きもされていないし評価もまちまちだっただろう。

当時のファンや今のプレイヤー達が求めていたのはドラクエ7にあの頃は出来なかった事、無かったアイデアをくっつけて更に分厚くして、それをバランスよくReimagined(再構築)したドラクエ7だった。色んな部分を削って簡単にして味を薄くしてほっそいガリガリの簡易版(generics)としてのドラクエ7ではなかった。

大量のゲームが出続ける今の時代、どんな大作ゲームでさえすぐに消費され日常の中に消えていく。人々は新たな刺激を求め続け移り変わりゆく。
でもだからこそ記憶に残るゲームを作るという気概が必要だし、それがドラクエ7というゲームだったはずだ。
制作陣にとってもこのドラクエ7は自分たちの実績作りでしかない単なる消費物の一つだったんだろう。
ドラクエファンとして、スクエニの中にドラクエシリーズを愛している人間がもうほとんど残っていないのが悲しい。

反面、ドールルックは良い。人間はちょっと気持ち悪いけどモンスターの造形、モーション、作り込みは素晴らしい。このドールルックでモンスターズをプレイしたい。


人々の記憶に残る大作ゲーム「ドラゴンクエスト7 エデンの戦士たち」は、心無い再構築により誰の記憶にも残らない「　　」になってしまった。この制作陣にはもうドラクエを作らないでほしい。
ドラクエシリーズファンとして、昨今のゲーム業界(特に日本の)を憂う知識人ぶった老害として、このゲームにはNOと言わざるを得ない。"
42,おすすめ,90,６９歳になりました！未だにドラゴンクエストは大好きで、孫に教えながらプレイをしています。私のホッとするひと時です。
43,おすすめ,62,がちおもろい
44,おすすめ,64,"普通に面白かった。

一番おすすめしたいのはグラフィック、ドールルックは革命だと感じました。
ゲーム性は良くも悪くもドラクエって感じですがちゃんと作られてるなぁと感心するもでもともとJRPGが好きなひとなら問題なく楽しめると思います。

惜しむらくは職業システムかなぁ、もうちょっとやりこみ要素として残してほしい部分が多かったイメージ。
モンスター職の削除と他職業の呪文特技が一切引き継げないのがちょっともったいないかなと

アップデートはないだろうから来るかもしれない天空シリーズに期待したいと思います。"
45,おすすめ,109,"「世界に島が１つだけなんて嘘だよな！？探しに行こう！」という旅立ちの理由が何よりもワクワクさせられる。
幼い頃に駆けていた砂浜の延長線上で世界を救ってしまった、幼馴染達との旅路が最高に楽しかった。

マリベルが余りにも良すぎるのでオタクにドラクエを勧めるとしたらコレ。
""冒険中に仲間に話しかけるコマンド""がとにかく多彩で、メインシナリオに組み込んでもいいくらい重要な会話も聴ける。何気ないNPCの一言に応じたリアクションなども存在するので、冒険中は逐一話しかけることをオススメしたい。"
46,おすすめ,58,"原作のドラゴンクエスト７を発売当初クリアし、約20年以上の時を経てストーリーは同じですがとして発売された本作に対してのレビューです。

ゲームのプレイ本数が多いため、悲しいほどにほとんど記憶が残っておらず斬新に楽しめました。また、今回採用されたドールルックはいい試みだと思います。正直なところ、部分的に高画質にしたものの場所によっては粗さが目立つリマスター等は購入しようと思えず、また10年程前くらいからでしょうか2.5Dにしても限界を感じてきておりましたが、このドールルックは高画質なマップにかわいらしいドールルックキャラクターを配置することで一見なじむのかと心配はありましたが、ドラクエのような世界観にはすごくマッチしており新たな境地を見いだせたと思います。今後のドラクエシリーズではぜひ採用してほしいです。

さて、本題についてですが、オリジナル版はクリアに90時間ほどかかった記憶がありますが、本作は40時間ほどでクリアできました。ドラクエ7といえば迷子になり、ただただ石板探しの時間が長くて苦痛の記憶しかなかったのですが、今回はいい意味で石板を探しやすくするための工夫などが用意されており無駄な時間が少なく、クリアまでの時間が大幅に省略されているのに端折り感はなく中身が濃く非常に満足です。オリジナル版をプレイしている方にも勧められる良作です。"
47,おすすめ,43,"キーファ関連の追加要素→良い
ドールルック仕様のグラや、そこからの戦闘ボイスなどキャラ表現→良い
ゲームプレイの感覚→良い
レベル上げのしやすさ→良い

全体的に無難なリメイクとなる。
ただ、ドラクエ全般の問題かもしれないが、ひたすらレベル上げて脳筋でゴリ押す印象もある。
自分がサガシリーズを好むゆえにちょっと気になったポイント。

■直近のリメイクとの比較
DQ7Rはシンボルエンカ＋くちぶえでレベリングしやすかったが、ランダムエンカだったDQ3HD2D版はくちぶえの取得の有無でレベル上げ効率が段違いな印象
３と７のリメイクを触るに至ってランダムエンカだけはもうやめてほしいと思った。

■ストーリーのクリア後の感想
過去世界を救って現代の大陸を復活させたり、神云々の後の現代終盤はおおっ！となった。
ただ、クリアした後になぜかスンッと感情が終わった。
これまでプレイしてたストーリーがいまいち印象に残らなかったというか、それとも過去世界で魔物たちを退治したはいいものの終盤になって魔王を退治しないといけないぞとなるよりも、もっと思うことがある。
本編中の魔物サイドはずっと勇者不在の環境で各地域を滅ぼすようなことをしている姑息なやつらで、それが終盤になってもやっぱり姑息な手を使う魔王オルゴデミーラ。とにかくやり口がしょぼすぎる。
自分勝手な理由で離脱したキーファといい、魔王退治してもスッキリしないこのモヤモヤ感。
３の真ラスボス感なゾーマや、６の殺意マシマシなムドーとか、５の俺を倒したら全部解決するぞ的な立ち位置でしかないミルドラースみたいなキャラ立ってる魔王と比べると、オルゴは卑怯者のクソ野郎で倒しても全然気持ちよくない

■石版
過去を振り返る話が多くなるので、どこか後ろめたいイメージがある。
最後に石版のメッセージを見るところは、石版＝墓のような印象がついた
ストーリーの暗さもあったし

■最終的な感想
無難なリメイク
ただ、もともとの７のストーリーをなぞっているのでダルさはあるし、レベル上げてゴリ押す感（難易度によっても変わるかも）があるので、ストーリーが好きだから１周するともゲーム性が好きだから１周するともならない絶妙なところ
クリア後の要素はやるかもしれないけど、終わったら自分は間違いなくサガシリーズやります。
７Rを他人に勧めるかと言えば勧められますが、周回はしないかなっていう絶妙なゲームですｗ"
48,おすすめ,58,"PS版を遊んでから20年以上経つのかな？
もう内容は断片的にしか覚えていなかったけれど、終わってみるとしっかりとドラクエ7だった。
色々と当時のほうが良くね？という部分もありつつ、こちら独自の魅力もあった。
総合的にみておすすめできる作品だと思う。

ある主要キャラクターのイベント追加については良い部分と悪い部分のトレードオフなので
この味変もありかなーという印象。

※普通のRPGファンであれば難易度はいばらの道を絶対におすすめする。

【良い点】
本筋のストーリー
キャラクターグラフィック
過去ルーラ
グレーテ姫以外のキャラクターボイス
職業のかけもち
キーファ

【悪い点】
ストーリから消えた島
いばらの道以外を選択した場合の難易度
相変わらず回せないカメラ
キーファ"
49,おすすめ,35,"紛うことなき神ゲー
89もはよ出して"
50,おすすめ,16,当時はマリベルがそれほど好きではなかったが、今回のでかなり好きになりました。
51,おすすめ,113,"面白かった。が、いばらの道でもわりと簡単だったので、さらに上位の難易度が欲しい。
あとグラフィックは文句なしの100点です！すばらしい！！

追記
神経衰弱のミニゲームでしか手に入らないアイテム多くないですか？図鑑埋めるの大変でしたよ・・・"
52,おすすめ,110,"原作に比べて綺麗にまとまった感はあるけど、それでもツッコミどころが多いのは残念な出来だった。
どこまでも他人事なシナリオの連続なのは変えようがないし、もうこれはどうしようもないんだろう。
転職システムも改善された……ように見えて、職業を変えると覚えた特技全部忘れるようになったせいで、最上位呪文使えるのに下位呪文使えないとか、ベホマズン使えるのにザオリク使えないとか、バカが考えたとしか思えないシステムになってたのも残念だった。
原作では鳴り物入りで導入された仲間への「話す」システムも大幅に劣化。
会話削りすぎで、シナリオのフラグまで壊してるところも見られたのが残念だった。
ていうか、普通会話削ったらフラグミス減るんじゃないのか？　何でミスが増えてるの？
そんなわけでマイナス面が目立ったけれども、原作のダラダラ感がなくなってたのは評価。

主人公とマリベル？
インピオっていいよね。
ドラクエでインピオ堪能したいなら、ドラクエ７って言えるかもしれんぞ。"
53,おすすめしない,82,ー
54,おすすめ,61,"ドラクエ初見の人に是非お勧めしたいゲームです

見直したぞスクエニ
最高の体験をありがとう"
55,おすすめ,39,"難易度設定はデフォルトの状態でクリアーまで遊び、40時間くらいでクリアした。
PS版でクリアーに100時間かかってたので、プレイ時間は半分以下に圧縮された。

戦闘は結構優しめで、いわゆるレベル上げみたいな作業はほとんどしなかった。
(道中、意図的に敵を倒すようにしたくらい)

また職業ランクも上がりやすい？ように感じた。

例のアイツに関しては、自分はいい改変だと思った。
なんだかんだ、他に影響を与えないように配慮されていたし、アイツがやったことが実ったことが共有出来たのは素直に嬉しい。
※PS当時からPTを抜けたのはショックだったけど、怒りとかは無かったので。

一番の不満点は、職業の技が引き継がれない点で、
全職をマスターする意味が無いため、必要な職業だけマスターして終わりって感じだった。
全キャラオールマイティになってしまって没個性になるのを改善したかったと思うんだけど、
7の何でも出来るって状態のが正直7らしくて好きだった。

モンスター職もなくなったが、PS版でそこまでやり込んでなかったので、個人的にはモンスターの心システムのが楽しめた。

街が3つくらい？なくなったみたいけど、PS版の内容を細かく覚えていたわけじゃないので、何がなくなったのか全然分からなかったw

マリベルって、こんなに可愛かったっけ？もっとツンツン要素強めだったような気がするんだけどw
当時、ツンデレって言葉が無くて、わがままキャラとしか思ってなかったけど、ツンデレを学習した後だから、可愛く見えるようになったんだろうか？

これから初めて7をプレイするって方には特にオススメしたい！"
56,おすすめ,56,"PS版と3DS版既プレイかつライトゲーマー視点のレビューです。

ボリューム：PS版 > 今作 > 3DS版
遊びやすさ：今作 > 3DS版 > PS版

グラフィックについては好みもあるだろうけど、私はとても好き。
今作のドールルックはダークな人形劇を見ているかのような気分になれて
7の世界観とばっちりあっていたと思う。
今後もこのグラフィックを続けてほしい・・・とかではなく、
７のリメイクだったからこそ、このグラフィックは輝いたんじゃないかな？

シナリオはもともと大好きな７の物語だから当然おすすめ。
26年前のシナリオだけど古臭さを感じないのは、
人の本質を突いた問いかけが各シナリオの中核にあるからだと思う。

PS版と比較すると確かに削られたものも多い（移動中や戦闘中の会話が減っていたのはすごく残念だった）。
でもPS版が出た2000年と比べて競争激化、開発コスト増大のこのご時世に
限られたリソースで古参も新規も楽しめるベストを尽くした作品に仕上げてくれたと思います。
スクエニの皆さん、とても楽しくプレイさせてもらいました。ありがとう。

(・・・そういえば2000年はFF9もリリースされた年。
　FF9のリメイク・・・今作のおかげで期待が大きく・・！)"
57,おすすめ,34,"ストーリーをクリアしたので感想を
クリアまでは大体30時間前後、発売当初は世界樹やメモリアルリーフなど削除が入って残念と思っていたが、実際プレイしてみると丁度いいボリュームでした。
戦闘も職業変更も快適で、初めてやる方でもかなり遊びやすい作品だなと感じたので是非まだDQ7をプレイしてない人はやってみよう！"
58,おすすめ,62,ドラクエって何でこんなに面白いんだろう。
59,おすすめ,55,so good
